nombre;latitud;longitud;direccion;valoracion;reseñas_total;nivel_precio;sitio_web;url_maps;distrito_encontrado
La Chelinda;40.3686031;-3.5978507;Calle Adolfo Bioy Casares, 2 Centro Comercial La Gavia, 2ª planta, Villa de Vallecas, 28051 Madrid, Spain;36;1590;€€;http://www.lachelinda.es/;https://maps.google.com/?cid=5427355093294958809;Villa de Vallecas
Tierra Burrito La Gavia;40.3679074;-3.59738;CC. La Gavia, C. Adolfo Bioy Casares, 2, Villa de Vallecas, 28051 Madrid, Spain;45;351;€;https://www.tierraburritos.com/;https://maps.google.com/?cid=498676608996751814;Vicálvaro
La Bajada Street Food - Vicálvaro - Restaurante Peruano;40.4027506;-3.5974406;C. de S. Cipriano, 67, Vicálvaro, 28032 Madrid, Spain;45;1180;€€;https://restaurantelabajada.com/carta-vicalvaro/;https://maps.google.com/?cid=14926606725860141133;Vicálvaro
Taco Bell - Abierto solo en días de partido y eventos;40.4349127;-3.5987504;Av. de Luis Aragonés, 4, San Blas-Canillejas, 28022 Madrid, Spain;35;24;€;https://tacobell.es/;https://maps.google.com/?cid=4912311326532820530;Vicálvaro
Tierra Burrito Bar;40.4341239;-3.6065182;Av. de Niza, 38, San Blas-Canillejas, 28022 Madrid, Spain;41;616;€;https://www.tierraburritos.com/;https://maps.google.com/?cid=5697790811802647197;Vicálvaro
La Gruta de Valdebernardo;40.3967962;-3.6210045;Blvr. de José Prat, 32, B, Vicálvaro, 28032 Madrid, Spain;43;1566;€€;https://www.lagrutavaldebernardo.com/;https://maps.google.com/?cid=11506441806571755300;Vicálvaro
Taco Bell;40.3689222;-3.5991676;C.C. LA GAVIA, C. Adolfo Bioy Casares, 2, Villa de Vallecas, 28051 Madrid, Spain;38;1600;€;https://tacobell.es/;https://maps.google.com/?cid=7787636486170258367;Vicálvaro
Restaurante La Cantina;40.3785249;-3.6237098;Cl. de la Sierra Vieja, 64, Villa de Vallecas, 28031 Madrid, Spain;46;99;€;;https://maps.google.com/?cid=8776507474106238259;Vicálvaro
No Q No;40.4624227;-3.5918581;C. Bahía de Palma, 7A, Barajas, 28042 Madrid, Spain;44;625;€€;https://www.noqno.es/;https://maps.google.com/?cid=11786090540709254069;San Blas-Canillejas
Taco Bell;40.4445382;-3.5823167;Polígono Industrial Las Mercedes, C/ de Campezo, 7, San Blas-Canillejas, 28022 Madrid, Spain;36;1461;€;https://tacobell.es/;https://maps.google.com/?cid=5931275042058897935;San Blas-Canillejas
Oficina de Atención a la Ciudadanía. Línea Madrid. Distrito de San Blas-Canillejas;40.4344107;-3.609579;Av. de Arcentales, 28, San Blas-Canillejas, 28022 Madrid, Spain;43;865;N/D;https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Atencion-a-la-ciudadania/Oficinas-de-Atencion-a-la-Ciudadania/Oficina-de-Atencion-a-la-Ciudadania-OAC-San-Blas-Canillejas-Linea-Madrid/?vgnextfmt=default&vgnextoid=e2fe8aa6bd91f010VgnVCM1000000b205a0aRCRD&vgnextchannel=5b99cde2e09a4310VgnVCM1000000b205a0aRCRD;https://maps.google.com/?cid=1026238891774048592;San Blas-Canillejas
Restaurante Egun-On;40.4696965;-3.5861142;P.º del Zurrón, 31, Barajas, 28042 Madrid, Spain;46;1547;€;https://restauranteegunon.com/;https://maps.google.com/?cid=8643765646060095713;Barajas
Babel Terraza Restaurante;40.4653816;-3.5926678;C. Bahía de Gando, 1, Barajas, 28042 Madrid, Spain;41;2285;€€;https://www.babelterraza.com/;https://maps.google.com/?cid=15570513976359390463;Barajas
BLT Barra Libre Tapas Barajas;40.4709379;-3.581319;Av. de Logroño, 116, Barajas, 28042 Madrid, Spain;41;1161;N/D;https://barralibretapas.com/;https://maps.google.com/?cid=17104507786331757063;Barajas
Humos gastrobar;40.4548108;-3.5894313;C. del Balandro, 36, Barajas, 28042 Madrid, Spain;47;1652;N/D;;https://maps.google.com/?cid=9176567655318799752;Barajas
Tierra Burrito Bar;40.445769;-3.587606;Polígono Industrial Las Mercedes, C. de Aracne, s/n, local 228-229, San Blas-Canillejas, 28022 Madrid, Spain;46;262;€;https://www.tierraburritos.com/;https://maps.google.com/?cid=10978467615331575530;Barajas
Restaurante Jumbo;40.4708159;-3.5793371;C. de Gonzalo de Céspedes, 20, Barajas, 28042 Madrid, Spain;47;4871;€;https://www.restaurantejumbo.es/;https://maps.google.com/?cid=10676873207102529586;Barajas
